129,高架下怪通路,おもちゃの兵隊,スプリング,ビヨビヨスプリング,欠けたゼンマイ
130,深夜のオフィス,シャドウ扇動家,ダーク陰謀論者,陰謀ペンダント,靴べら
131,退廃教会,バンシー,レイス,古い布,叫び袋
132,トワイライトアミューズ,クマのぬいぐるみ,メリーゴーランド,ユニコーンの鞍,綿の塊
133,サーキットメイズ,うごくテレビ,うごく冷蔵庫,トランジスタ,熱交換器
134,北摩霊園,ぬりかべ,ろくろ首,不気味な煙管,妖怪石材
135,無限行政街,テール愛好家,上下長ズボン怪人,普通のズボン,通販カタログ
136,旧浄水場跡地,ウーパーひげ,ウーパールーパー,トビウオ,トビウオブレード
137,コンテナ迷宮,おにもつ,くるまのハンドル,自走くるま,自走トラック
138,エコーリングステージ,ピエロ怪人,折れた留め具,暴走コーヒーカップ,赤鼻
139,奥原鍾乳洞,ゴーレム,粘土パック,粘土マン,重たい石片
140,森林公園封鎖地域,あるきキノコ,あるく枯れ木,きのこ健脚,引き締まった薪
141,迷子の通り道,くねくね,もちもちした白い何か,ツヤのあるかつら,テケテケ
142,量子改札口,カルティスト,ヤギフィギュア,神秘USB,神秘ハッカー
143,ゲームスワロー■号店,バッターマシン,ピッチャーマシン,ミステリアスバット,投球データ
144,北端廃棄場,たくましい爪,たくましい牙,つよいハクビシン,つよいモグラ
145,霧の公園,カッパの皿,汚れた巻物,河童,餓鬼
146,旧多摩廃校舎,動くピアノ,動く人体模型,模型の腎臓,鍵盤
147,迷いの乗口,サイコデベロッパー,ミステリックサーチャー,予備の湿布,無線機
148,霧の河原,ぬめった鱗,セイレーン,半魚人,湿った羽毛
149,ディストーテッドアイル,うごく胸像,彫像の欠片,絵画の残骸,芸術的な絵画
150,月影観測所,口裂け女,赤い布,赤マント,麦わら帽子
151,北摩裏水門,ペナント,珍妙なワニ革,野良アザラシ,野良白ワニ
152,紅葉の沼地,スケルトン,ゾンビ,新鮮な骨,腐敗した肉
153,路線回廊,アンダーサイキッカー,ダークソーサラー,糸巻き,魔力サプリメント
154,デストロイヤー農場,コンバイン,作業小屋の鍵,芝刈り機,質の良い雑草
155,地下大書庫,司祭の手帳,妄執の司祭,複雑なタペストリー,魔本の司書
156,信仰の深淵,ウルフマン,リザードマン,狼毛皮,耐熱鱗
157,聖遺物保管庫,くしゃくしゃのメモ,踊る絵の具,踊る絵筆,魔術スクロール
158,隔離棟,アメーバジャム,ゲルジャム,ヒュージゲル,巨大アメーバ
159,神秘発電所,暴走ショベルカー,暴走ダンプカー,油圧パーツ,謎めいた磁鉄鉱
160,パラレルビルディング,かまいたち,天狗,天狗団扇,空っぽの塗り薬
167,カレントコーポレーション 裏北摩営業所
168,診療所
169,北摩裏市庁
170,アザーサイドコロニスト拠点
171,ゼルコバ・レースコース
172,幽明雑貨街
173,西部裏ラウンジ
174,西部裏講義棟
175,東部裏ラウンジ
176,東部裏講義棟
177,北部裏ラウンジ
178,北部裏講義棟
179,ノーブル神学研究院
180,神秘管理局 裏北摩駐屯地
181,束都研究棟
182,湖畔
183,堀川城跡
184,城跡前茶屋
186,レンガ倉庫
187,ブラウンアーケード
189,温室ドーム
190,小川沿いの花壇広場
192,展示ホール群
193,メインロード
195,デジタルガーデン裏北摩店
196,メガストック裏北摩店
197,マテリアルプラザ裏北摩店
198,フィールドギア裏北摩店
199,学区内森林
200,多摩科連裏研究室
201,アザーサイドチャペル
202,カレントCo. サテライトオフィス
203,レンガ造りの事務所
204,不明領域01『歪んだ残響区』
205,不明領域02『人心の澱』
206,不明領域03『無機質なアカデミア』
207,不明領域04『鐘の音の届かぬ場所』
208,不明領域05『歓楽街の回廊』
209,不明領域06『赤土のある地』
210,不明領域07『語られぬ古戦場』
211,不明領域08『色を失った庭』
212,不明領域09『神なき神域』
213,アザーサイドバザール
214,レースコース裏,首無しライダー
215,地下施設前,暴走ロボ
216,ものすごい人だかり,Ms.フユリ
217,常世の境目
